Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Esquizofrenia_desorganizada,anhedonia_intereses_recreativos,obsesiones_presencia,preocupacion,comportamiento social inadecuado,hipoexpresividad emocional,memoria_deterioro,expresion_facial_reducida,disminucion_del_libido,gesticulacion_reducida,taquicardia,abulia,sentimiento_de_culpa,dificultad_de_concetracion,desorganización del pensamiento,alogia_pobreza_contenido,anhedonia_intereses_sexuales,alogia
Esquizofrenia_desorganizada,anhedonia_relaciones_amigos,hipoexpresividad emocional,contacto_visual_bajo,sentimiento_de_culpa,dificultad_de_concetracion,cambios_en_el_apetito,eco del pensamiento,alogia_bloqueos_pensamiento,paranoia intensa,alucinaciones,disnea,preocupacion,ideas_delirantes,anhedonia,control_pensamiento,comportamiento social inadecuado,taquicardia
Esquizofrenia_desorganizada,disminucion_del_libido,alogia_pobreza_habla,disnea,dificultades en teoría de la mente,anergia_fisica,ideas_suicidas,contacto_visual_bajo,desorganización del pensamiento,dificultad_de_concetracion,hipervigilancia,anhedonia_sociabilidad,gesticulacion_reducida,ideas_delirantes,irritabilidad,comportamiento social inadecuado,anhedonia_intereses_recreativos,cambios_en_el_apetito
Esquizofrenia_desorganizada,pensamientos_intrusivos,afectividad_inapropiada,eco del pensamiento,temblores,ideas_suicidas,sueño_o_fatiga,anhedonia_intereses_sexuales,taquicardia,alogia_pobreza_habla,hipervigilancia,tristeza,abulia_higiene,control_pensamiento,abulia,anhedonia_sociabilidad,cambios_en_el_apetito,alogia_bloqueos_pensamiento
Esquizofrenia_desorganizada,hipoexpresividad emocional,afectividad_inapropiada,comportamiento social inadecuado,alogia_bloqueos_pensamiento,lenguaje desorganizado,anhedonia,anhedonia_relaciones_familia,catatonía,comportamiento motor desorganizado,contacto_visual_bajo,dificultades en teoría de la mente,alucinaciones,preocupacion,paranoia intensa,anhedonia_sociabilidad,hipervigilancia,eco del pensamiento
Esquizofrenia_desorganizada,lenguaje desorganizado,taquicardia,anergia_fisica,abulia_higiene,sentimiento_de_culpa,preocupacion,anhedonia,expresion_facial_reducida,ideas_delirantes,temblores,alucinaciones,anhedonia_intereses_recreativos,irritabilidad,paranoia intensa,dificultad_de_concetracion,pensamientos_intrusivos,abulia
Esquizofrenia_desorganizada,procesamiento_info_deficit,anhedonia_relaciones_familia,cambios_en_el_apetito,gesticulacion_reducida,disminucion_del_libido,dificultades en teoría de la mente,abulia_trabajo_estudio,comportamiento motor desorganizado,dificultad_de_concetracion,abulia_higiene,preocupacion,alogia,control_pensamiento,contacto_visual_bajo,lenguaje desorganizado,alogia_pobreza_habla,sudoracion
Esquizofrenia_catatónica,pensamientos_intrusivos,sueño_o_fatiga,expresion_facial_reducida,alogia_bloqueos_pensamiento,catatonía,ideas_delirantes,alogia,anhedonia_relaciones_amigos,anhedonia,irritabilidad,anhedonia_intereses_recreativos,alucinaciones,atencion_deterioro,gesticulacion_reducida,eco del pensamiento,anergia_fisica,anhedonia_relaciones_familia
Esquizofrenia_catatónica,dificultad_de_concetracion,anhedonia_sociabilidad,procesamiento_info_deficit,eco del pensamiento,anhedonia_intereses_sexuales,hipoexpresividad emocional,sentimiento_de_culpa,anhedonia_intereses_recreativos,preocupacion,ideas_suicidas,nerviosismo,disminucion_del_libido,sudoracion,taquicardia,memoria_deterioro,desorganización del pensamiento,expresion_facial_reducida
Esquizofrenia_catatónica,temblores,taquicardia,sudoracion,sueño_o_fatiga,irritabilidad,ideas_delirantes,obsesiones_presencia,anhedonia_sociabilidad,alogia,tristeza,afectividad_inapropiada,expresion_facial_reducida,eco del pensamiento,comportamiento motor desorganizado,disminucion_del_libido,anhedonia_intereses_recreativos,catatonía
Esquizofrenia_catatónica,catatonía,alogia_bloqueos_pensamiento,obsesiones_presencia,anhedonia_sociabilidad,pensamientos_intrusivos,contacto_visual_bajo,tristeza,hipoexpresividad emocional,anhedonia_relaciones_familia,anhedonia_intereses_recreativos,expresion_facial_reducida,hipervigilancia,taquicardia,control_pensamiento,nerviosismo,gesticulacion_reducida,sudoracion
Esquizofrenia_catatónica,anhedonia_intereses_sexuales,disnea,anhedonia,gesticulacion_reducida,alogia,anhedonia_sociabilidad,paranoia intensa,hipervigilancia,abulia,atencion_deterioro,alogia_pobreza_contenido,disminucion_del_libido,alogia_bloqueos_pensamiento,lenguaje desorganizado,afectividad_inapropiada,abulia_higiene,alogia_pobreza_habla
Esquizofrenia_catatónica,eco del pensamiento,expresion_facial_reducida,atencion_deterioro,contacto_visual_bajo,alogia_pobreza_contenido,irritabilidad,anhedonia_sociabilidad,comportamiento social inadecuado,paranoia intensa,preocupacion,gesticulacion_reducida,desorganización del pensamiento,abulia_trabajo_estudio,disminucion_del_libido,sentimiento_de_culpa,comportamiento motor desorganizado,alogia
Esquizofrenia_catatónica,gesticulacion_reducida,paranoia intensa,irritabilidad,afectividad_inapropiada,preocupacion,eco del pensamiento,anhedonia_relaciones_amigos,anhedonia_intereses_recreativos,dificultades en teoría de la mente,disminucion_del_libido,abulia_trabajo_estudio,memoria_deterioro,anhedonia_sociabilidad,hipervigilancia,temblores,ideas_suicidas,nerviosismo
Esquizofrenia_catatónica,irritabilidad,temblores,alogia_pobreza_habla,disminucion_del_libido,preocupacion,abulia,eco del pensamiento,dificultades en teoría de la mente,catatonía,anhedonia,obsesiones_presencia,memoria_deterioro,procesamiento_info_deficit,sueño_o_fatiga,atencion_deterioro,abulia_higiene,abulia_trabajo_estudio
Esquizofrenia_catatónica,lenguaje desorganizado,sentimiento_de_culpa,nerviosismo,anhedonia_relaciones_amigos,comportamiento social inadecuado,anhedonia_intereses_recreativos,alucinaciones,ideas_suicidas,taquicardia,ideas_delirantes,abulia_higiene,disminucion_del_libido,dificultades en teoría de la mente,alogia,temblores,atencion_deterioro,obsesiones_presencia
Esquizofrenia_catatónica,anhedonia,eco del pensamiento,ideas_delirantes,preocupacion,dificultad_de_concetracion,comportamiento motor desorganizado,catatonía,irritabilidad,hipoexpresividad emocional,lenguaje desorganizado,anhedonia_intereses_sexuales,nerviosismo,gesticulacion_reducida,dificultades en teoría de la mente,disnea,obsesiones_presencia,ideas_suicidas
Esquizofrenia_indiferenciada,sudoracion,sentimiento_de_culpa,nerviosismo,ideas_suicidas,alucinaciones,memoria_deterioro,expresion_facial_reducida,disminucion_del_libido,atencion_deterioro,tristeza,procesamiento_info_deficit,desorganización del pensamiento,alogia_pobreza_contenido,hipoexpresividad emocional,catatonía,disnea,eco del pensamiento
Esquizofrenia_indiferenciada,gesticulacion_reducida,obsesiones_presencia,anhedonia_intereses_sexuales,desorganización del pensamiento,alogia_pobreza_habla,anhedonia_intereses_recreativos,anhedonia_sociabilidad,control_pensamiento,preocupacion,sudoracion,dificultades en teoría de la mente,abulia_trabajo_estudio,cambios_en_el_apetito,ideas_delirantes,anergia_fisica,catatonía,tristeza
Esquizofrenia_indiferenciada,tristeza,control_pensamiento,comportamiento motor desorganizado,hipervigilancia,taquicardia,disnea,anhedonia_intereses_recreativos,nerviosismo,sueño_o_fatiga,catatonía,disminucion_del_libido,irritabilidad,anergia_fisica,alogia,obsesiones_presencia,abulia_higiene,anhedonia_relaciones_amigos
Esquizofrenia_indiferenciada,paranoia intensa,ideas_suicidas,gesticulacion_reducida,hipoexpresividad emocional,alogia,disnea,taquicardia,anhedonia,cambios_en_el_apetito,alogia_pobreza_habla,alogia_bloqueos_pensamiento,temblores,alogia_pobreza_contenido,eco del pensamiento,abulia_higiene,atencion_deterioro,desorganización del pensamiento
Esquizofrenia_indiferenciada,hipoexpresividad emocional,nerviosismo,disnea,lenguaje desorganizado,ideas_delirantes,alogia,hipervigilancia,cambios_en_el_apetito,tristeza,alucinaciones,catatonía,contacto_visual_bajo,anhedonia_relaciones_amigos,sentimiento_de_culpa,atencion_deterioro,comportamiento social inadecuado,dificultades en teoría de la mente
Esquizofrenia_indiferenciada,desorganización del pensamiento,afectividad_inapropiada,nerviosismo,alogia_pobreza_habla,anergia_fisica,preocupacion,dificultades en teoría de la mente,tristeza,alogia_pobreza_contenido,disnea,sueño_o_fatiga,anhedonia_relaciones_amigos,disminucion_del_libido,anhedonia_sociabilidad,hipervigilancia,paranoia intensa,irritabilidad
Esquizofrenia_indiferenciada,tristeza,irritabilidad,temblores,eco del pensamiento,hipervigilancia,nerviosismo,abulia_higiene,anhedonia_sociabilidad,disnea,comportamiento motor desorganizado,catatonía,alogia_pobreza_habla,preocupacion,desorganización del pensamiento,anhedonia_relaciones_familia,anergia_fisica,taquicardia
Esquizofrenia_indiferenciada,anhedonia,desorganización del pensamiento,dificultad_de_concetracion,abulia_trabajo_estudio,alogia_bloqueos_pensamiento,irritabilidad,anhedonia_intereses_recreativos,hipoexpresividad emocional,tristeza,anhedonia_sociabilidad,alogia_pobreza_habla,eco del pensamiento,taquicardia,sentimiento_de_culpa,obsesiones_presencia,alucinaciones,alogia
Esquizofrenia_indiferenciada,abulia,catatonía,anhedonia_intereses_recreativos,lenguaje desorganizado,cambios_en_el_apetito,anhedonia_intereses_sexuales,sueño_o_fatiga,ideas_delirantes,alogia,anhedonia_sociabilidad,eco del pensamiento,hipoexpresividad emocional,control_pensamiento,comportamiento social inadecuado,anhedonia,disnea,anhedonia_relaciones_familia
Esquizofrenia_indiferenciada,eco del pensamiento,taquicardia,lenguaje desorganizado,tristeza,ideas_delirantes,anhedonia,alogia,abulia_trabajo_estudio,dificultades en teoría de la mente,anhedonia_intereses_recreativos,irritabilidad,alogia_bloqueos_pensamiento,nerviosismo,control_pensamiento,afectividad_inapropiada,atencion_deterioro,dificultad_de_concetracion
Esquizofrenia_residual,nerviosismo,comportamiento motor desorganizado,disnea,memoria_deterioro,alogia_bloqueos_pensamiento,dificultades en teoría de la mente,anhedonia_sociabilidad,abulia,hipervigilancia,eco del pensamiento,ideas_suicidas,anergia_fisica,gesticulacion_reducida,expresion_facial_reducida,afectividad_inapropiada,taquicardia,alogia
Esquizofrenia_residual,anhedonia_relaciones_familia,cambios_en_el_apetito,gesticulacion_reducida,memoria_deterioro,comportamiento motor desorganizado,afectividad_inapropiada,abulia_trabajo_estudio,taquicardia,anhedonia_sociabilidad,anhedonia_intereses_sexuales,ideas_delirantes,paranoia intensa,control_pensamiento,hipervigilancia,nerviosismo,alogia_bloqueos_pensamiento,alogia_pobreza_habla
Esquizofrenia_residual,atencion_deterioro,anhedonia_intereses_sexuales,taquicardia,sentimiento_de_culpa,anhedonia_sociabilidad,abulia_trabajo_estudio,disnea,ideas_suicidas,irritabilidad,gesticulacion_reducida,anhedonia_intereses_recreativos,sudoracion,hipoexpresividad emocional,preocupacion,alucinaciones,afectividad_inapropiada,alogia_pobreza_habla
Esquizofrenia_residual,irritabilidad,dificultad_de_concetracion,procesamiento_info_deficit,afectividad_inapropiada,dificultades en teoría de la mente,alogia,sueño_o_fatiga,abulia,abulia_trabajo_estudio,preocupacion,comportamiento motor desorganizado,anhedonia_intereses_sexuales,contacto_visual_bajo,alogia_pobreza_contenido,anhedonia,comportamiento social inadecuado,catatonía
Esquizofrenia_residual,pensamientos_intrusivos,desorganización del pensamiento,comportamiento social inadecuado,taquicardia,sueño_o_fatiga,gesticulacion_reducida,hipoexpresividad emocional,expresion_facial_reducida,ideas_delirantes,catatonía,alogia_pobreza_habla,paranoia intensa,control_pensamiento,cambios_en_el_apetito,atencion_deterioro,contacto_visual_bajo,temblores
Esquizofrenia_residual,abulia_higiene,taquicardia,nerviosismo,lenguaje desorganizado,eco del pensamiento,control_pensamiento,anergia_fisica,ideas_delirantes,dificultades en teoría de la mente,memoria_deterioro,anhedonia_relaciones_familia,cambios_en_el_apetito,dificultad_de_concetracion,desorganización del pensamiento,abulia_trabajo_estudio,disminucion_del_libido,catatonía
Esquizofrenia_residual,abulia_higiene,expresion_facial_reducida,sueño_o_fatiga,alogia,atencion_deterioro,taquicardia,control_pensamiento,obsesiones_presencia,contacto_visual_bajo,dificultad_de_concetracion,sentimiento_de_culpa,hipervigilancia,anhedonia_sociabilidad,gesticulacion_reducida,disnea,nerviosismo,anhedonia_relaciones_familia
Esquizofrenia_residual,gesticulacion_reducida,anhedonia,hipoexpresividad emocional,comportamiento social inadecuado,ideas_suicidas,paranoia intensa,contacto_visual_bajo,anhedonia_intereses_sexuales,alucinaciones,anergia_fisica,anhedonia_sociabilidad,abulia,lenguaje desorganizado,anhedonia_intereses_recreativos,eco del pensamiento,comportamiento motor desorganizado,dificultades en teoría de la mente
Esquizofrenia_residual,alucinaciones,comportamiento motor desorganizado,gesticulacion_reducida,contacto_visual_bajo,anhedonia_intereses_recreativos,sudoracion,tristeza,abulia,catatonía,hipoexpresividad emocional,irritabilidad,afectividad_inapropiada,ideas_delirantes,dificultad_de_concetracion,lenguaje desorganizado,sueño_o_fatiga,disminucion_del_libido
Esquizofrenia_residual,atencion_deterioro,ideas_delirantes,afectividad_inapropiada,abulia_higiene,hipoexpresividad emocional,eco del pensamiento,nerviosismo,anhedonia_relaciones_familia,hipervigilancia,memoria_deterioro,disminucion_del_libido,contacto_visual_bajo,preocupacion,comportamiento motor desorganizado,anergia_fisica,alogia_pobreza_habla,anhedonia_intereses_recreativos
Esquizofrenia_desorganizada,alogia_bloqueos_pensamiento,comportamiento social inadecuado,dificultad_de_concetracion,anhedonia_intereses_sexuales,procesamiento_info_deficit,sudoracion,expresion_facial_reducida,alucinaciones,alogia_pobreza_contenido,nerviosismo,anhedonia_relaciones_familia,anhedonia_sociabilidad,lenguaje desorganizado,sentimiento_de_culpa,paranoia intensa,contacto_visual_bajo,disnea
Esquizofrenia_paranoide,temblores,dificultad_de_concetracion,anhedonia_relaciones_amigos,anhedonia_intereses_recreativos,cambios_en_el_apetito,hipoexpresividad emocional,nerviosismo,irritabilidad,obsesiones_presencia,anhedonia_intereses_sexuales,abulia,comportamiento motor desorganizado,disminucion_del_libido,procesamiento_info_deficit,control_pensamiento,preocupacion,dificultades en teoría de la mente
Esquizofrenia_indiferenciada,atencion_deterioro,alogia_bloqueos_pensamiento,abulia,sudoracion,anhedonia_sociabilidad,dificultad_de_concetracion,memoria_deterioro,pensamientos_intrusivos,ideas_suicidas,catatonía,taquicardia,alogia_pobreza_contenido,alogia,procesamiento_info_deficit,anhedonia,disnea,anhedonia_relaciones_amigos
Esquizofrenia_desorganizada,anhedonia,alucinaciones,dificultad_de_concetracion,expresion_facial_reducida,sentimiento_de_culpa,disnea,lenguaje desorganizado,abulia,pensamientos_intrusivos,comportamiento social inadecuado,taquicardia,hipervigilancia,afectividad_inapropiada,irritabilidad,control_pensamiento,preocupacion,comportamiento motor desorganizado
Esquizofrenia_residual,abulia_higiene,expresion_facial_reducida,desorganización del pensamiento,anhedonia_sociabilidad,anhedonia_relaciones_amigos,anhedonia_relaciones_familia,abulia,hipervigilancia,abulia_trabajo_estudio,cambios_en_el_apetito,obsesiones_presencia,gesticulacion_reducida,control_pensamiento,ideas_suicidas,preocupacion,sueño_o_fatiga,tristeza
Esquizofrenia_desorganizada,paranoia intensa,contacto_visual_bajo,comportamiento motor desorganizado,afectividad_inapropiada,pensamientos_intrusivos,abulia_higiene,anergia_fisica,taquicardia,dificultades en teoría de la mente,anhedonia_relaciones_amigos,alucinaciones,atencion_deterioro,hipervigilancia,abulia_trabajo_estudio,disnea,alogia,anhedonia_intereses_recreativos
Esquizofrenia_paranoide,control_pensamiento,expresion_facial_reducida,irritabilidad,memoria_deterioro,dificultad_de_concetracion,cambios_en_el_apetito,nerviosismo,alogia,anhedonia_relaciones_amigos,anergia_fisica,preocupacion,comportamiento motor desorganizado,ideas_suicidas,alogia_bloqueos_pensamiento,temblores,hipoexpresividad emocional,anhedonia_intereses_recreativos
Esquizofrenia_catatónica,tristeza,anergia_fisica,sueño_o_fatiga,alogia_pobreza_contenido,alogia_pobreza_habla,temblores,hipervigilancia,disminucion_del_libido,contacto_visual_bajo,cambios_en_el_apetito,ideas_delirantes,sentimiento_de_culpa,obsesiones_presencia,disnea,anhedonia_relaciones_familia,catatonía,comportamiento motor desorganizado
Esquizofrenia_residual,anergia_fisica,temblores,sueño_o_fatiga,abulia_trabajo_estudio,nerviosismo,ideas_delirantes,hipervigilancia,sentimiento_de_culpa,dificultades en teoría de la mente,comportamiento social inadecuado,gesticulacion_reducida,alucinaciones,disnea,ideas_suicidas,contacto_visual_bajo,anhedonia_intereses_recreativos,alogia
Esquizofrenia_residual,dificultades en teoría de la mente,expresion_facial_reducida,lenguaje desorganizado,anhedonia,temblores,afectividad_inapropiada,sentimiento_de_culpa,anhedonia_relaciones_amigos,tristeza,alucinaciones,eco del pensamiento,paranoia intensa,comportamiento motor desorganizado,desorganización del pensamiento,alogia_pobreza_habla,anhedonia_intereses_sexuales,dificultad_de_concetracion
Esquizofrenia_residual,ideas_delirantes,comportamiento social inadecuado,taquicardia,abulia_trabajo_estudio,anhedonia,lenguaje desorganizado,eco del pensamiento,alogia,contacto_visual_bajo,temblores,abulia_higiene,pensamientos_intrusivos,tristeza,anhedonia_intereses_recreativos,cambios_en_el_apetito,ideas_suicidas,preocupacion
Esquizofrenia_residual,nerviosismo,anhedonia_relaciones_amigos,desorganización del pensamiento,alucinaciones,dificultad_de_concetracion,anhedonia_intereses_sexuales,lenguaje desorganizado,gesticulacion_reducida,memoria_deterioro,ideas_delirantes,anhedonia_sociabilidad,alogia_bloqueos_pensamiento,comportamiento motor desorganizado,hipoexpresividad emocional,contacto_visual_bajo,expresion_facial_reducida,anhedonia
Esquizofrenia_desorganizada,eco del pensamiento,memoria_deterioro,sentimiento_de_culpa,alucinaciones,dificultades en teoría de la mente,anhedonia_intereses_sexuales,hipoexpresividad emocional,dificultad_de_concetracion,paranoia intensa,alogia_pobreza_habla,procesamiento_info_deficit,expresion_facial_reducida,abulia,disnea,preocupacion,anhedonia,hipervigilancia
Esquizofrenia_paranoide,nerviosismo,sentimiento_de_culpa,anhedonia,tristeza,desorganización del pensamiento,procesamiento_info_deficit,anhedonia_relaciones_familia,atencion_deterioro,afectividad_inapropiada,eco del pensamiento,irritabilidad,disminucion_del_libido,anergia_fisica,anhedonia_intereses_recreativos,preocupacion,contacto_visual_bajo,memoria_deterioro
Esquizofrenia_indiferenciada,abulia,lenguaje desorganizado,comportamiento social inadecuado,memoria_deterioro,alogia,alogia_pobreza_contenido,nerviosismo,ideas_delirantes,tristeza,abulia_higiene,alogia_bloqueos_pensamiento,obsesiones_presencia,hipoexpresividad emocional,anhedonia_sociabilidad,disminucion_del_libido,anhedonia_relaciones_familia,anhedonia_relaciones_amigos
Esquizofrenia_residual,lenguaje desorganizado,alogia_pobreza_contenido,alucinaciones,abulia_higiene,disminucion_del_libido,paranoia intensa,taquicardia,ideas_delirantes,hipervigilancia,anhedonia,alogia,sueño_o_fatiga,atencion_deterioro,obsesiones_presencia,hipoexpresividad emocional,anhedonia_relaciones_familia,disnea
Esquizofrenia_paranoide,anergia_fisica,hipoexpresividad emocional,desorganización del pensamiento,afectividad_inapropiada,sentimiento_de_culpa,abulia,temblores,dificultades en teoría de la mente,disminucion_del_libido,lenguaje desorganizado,anhedonia_sociabilidad,preocupacion,taquicardia,sueño_o_fatiga,paranoia intensa,ideas_delirantes,anhedonia_relaciones_amigos
Esquizofrenia_desorganizada,taquicardia,cambios_en_el_apetito,procesamiento_info_deficit,atencion_deterioro,afectividad_inapropiada,hipoexpresividad emocional,abulia_higiene,obsesiones_presencia,contacto_visual_bajo,desorganización del pensamiento,catatonía,anhedonia_relaciones_familia,tristeza,abulia_trabajo_estudio,gesticulacion_reducida,anergia_fisica,dificultad_de_concetracion
Esquizofrenia_residual,dificultad_de_concetracion,irritabilidad,expresion_facial_reducida,disminucion_del_libido,preocupacion,anhedonia_intereses_recreativos,sueño_o_fatiga,abulia_higiene,hipoexpresividad emocional,tristeza,ideas_suicidas,afectividad_inapropiada,eco del pensamiento,memoria_deterioro,sentimiento_de_culpa,alogia_pobreza_habla,procesamiento_info_deficit
Esquizofrenia_paranoide,hipoexpresividad emocional,sueño_o_fatiga,anhedonia_relaciones_familia,alogia,preocupacion,anhedonia_intereses_recreativos,abulia_trabajo_estudio,anhedonia_relaciones_amigos,paranoia intensa,contacto_visual_bajo,cambios_en_el_apetito,temblores,catatonía,comportamiento motor desorganizado,abulia_higiene,expresion_facial_reducida,dificultades en teoría de la mente
Esquizofrenia_catatónica,anhedonia_intereses_sexuales,anhedonia_sociabilidad,hipoexpresividad emocional,alucinaciones,dificultad_de_concetracion,tristeza,contacto_visual_bajo,gesticulacion_reducida,catatonía,anhedonia,ideas_delirantes,abulia,disnea,anhedonia_relaciones_amigos,dificultades en teoría de la mente,anergia_fisica,disminucion_del_libido
Esquizofrenia_indiferenciada,anhedonia_relaciones_amigos,irritabilidad,anhedonia_relaciones_familia,afectividad_inapropiada,anhedonia_sociabilidad,ideas_suicidas,paranoia intensa,alogia,eco del pensamiento,obsesiones_presencia,taquicardia,lenguaje desorganizado,temblores,dificultad_de_concetracion,alogia_pobreza_habla,dificultades en teoría de la mente,tristeza
Esquizofrenia_indiferenciada,abulia_higiene,abulia,hipervigilancia,dificultades en teoría de la mente,abulia_trabajo_estudio,control_pensamiento,tristeza,lenguaje desorganizado,sentimiento_de_culpa,temblores,eco del pensamiento,alogia_pobreza_contenido,anhedonia_intereses_sexuales,anhedonia_relaciones_amigos,contacto_visual_bajo,sueño_o_fatiga,irritabilidad
Esquizofrenia_desorganizada,abulia,comportamiento motor desorganizado,alogia_bloqueos_pensamiento,lenguaje desorganizado,ideas_suicidas,alogia_pobreza_habla,temblores,sudoracion,irritabilidad,disnea,abulia_trabajo_estudio,control_pensamiento,anhedonia,anhedonia_relaciones_familia,gesticulacion_reducida,pensamientos_intrusivos,abulia_higiene
Esquizofrenia_paranoide,disnea,gesticulacion_reducida,preocupacion,dificultad_de_concetracion,alogia,anhedonia,comportamiento motor desorganizado,temblores,abulia_higiene,memoria_deterioro,sentimiento_de_culpa,comportamiento social inadecuado,anhedonia_intereses_recreativos,anhedonia_relaciones_familia,lenguaje desorganizado,obsesiones_presencia,eco del pensamiento
Esquizofrenia_residual,anhedonia_intereses_recreativos,contacto_visual_bajo,catatonía,ideas_delirantes,desorganización del pensamiento,sentimiento_de_culpa,alucinaciones,sueño_o_fatiga,ideas_suicidas,procesamiento_info_deficit,taquicardia,hipervigilancia,alogia_bloqueos_pensamiento,dificultades en teoría de la mente,sudoracion,control_pensamiento,irritabilidad
